award_year,season,player,nationality,position,squad,league,nineties,tackles_won,interceptions,blocks,clearances,prog_passes,tackle_pct,aerial_win_pct,psxg_net,save_pct
2025,2425,Danny da Costa,de GER,DF,Mainz 05,Bundesliga,22.3,23,27,21,95,109,63.0,46.5,,
2025,2425,David Costa,pt POR,"MF,FW",Lens,Ligue 1,3.9,0,1,2,0,24,25.0,0.0,,
2025,2425,Logan Costa,cv CPV,DF,Villarreal,La Liga,28.7,21,21,8,115,116,82.8,55.4,,
2025,2425,Logan Costa,cv CPV,DF,Toulouse,Ligue 1,1.0,1,2,0,4,4,100.0,66.7,,
2025,2425,Samu Costa,pt POR,MF,Mallorca,La Liga,29.4,44,32,36,85,116,44.3,63.0,,
2025,2425,Grégoire Coudert,fr FRA,GK,Brest,Ligue 1,2.0,0,0,0,1,0,,,-1.2,61.5
2025,2425,Vladimír Coufal,cz CZE,DF,West Ham,Premier League,11.9,15,8,11,39,39,45.5,59.0,,
2025,2425,Lassana Coulibaly,ml MLI,MF,Lecce,Serie A,29.6,29,18,23,46,93,39.3,43.1,,
2025,2425,Lasso Coulibaly,ci CIV,"FW,MF",Auxerre,Ligue 1,0.5,1,0,0,0,0,,0.0,,
2025,2425,Mamadou Coulibaly,fr FRA,MF,Monaco,Ligue 1,0.1,0,0,0,0,0,,,,
2025,2425,Soumaïla Coulibaly,fr FRA,DF,Brest,Ligue 1,4.9,2,5,1,26,16,100.0,57.1,,
2025,2425,Tanguy Coulibaly,fr FRA,"FW,MF",Montpellier,Ligue 1,16.5,24,11,12,3,20,42.4,45.2,,
2025,2425,Woyo Coulibaly,ml MLI,DF,Leicester City,Premier League,1.2,4,5,0,1,3,100.0,0.0,,
2025,2425,Woyo Coulibaly,ml MLI,DF,Parma,Serie A,12.0,10,8,7,25,41,45.5,50.0,,
2025,2425,Marius Courcoul,fr FRA,"MF,DF",Angers,Ligue 1,3.4,2,5,1,9,7,40.0,80.0,,
2025,2425,Thibaut Courtois,be BEL,GK,Real Madrid,La Liga,30.0,0,1,0,15,0,,100.0,0.7,75.0
2025,2425,Yan Couto,br BRA,"DF,FW",Dortmund,Bundesliga,9.9,16,10,17,32,68,56.0,12.5,,
2025,2425,Nicolas Cozza,fr FRA,"DF,MF",Nantes,Ligue 1,22.8,41,25,21,69,64,66.0,48.4,,
2025,2425,Aaron Cresswell,eng ENG,DF,West Ham,Premier League,9.2,7,8,10,37,36,81.8,50.0,,
2025,2425,Charlie Cresswell,eng ENG,DF,Toulouse,Ligue 1,28.8,23,28,7,191,69,60.9,69.0,,
2025,2425,Bryan Cristante,it ITA,MF,Roma,Serie A,22.7,29,19,19,36,145,57.7,51.3,,
2025,2425,Domen Črnigoj,si SVN,MF,Venezia,Serie A,1.5,2,4,3,4,4,50.0,28.6,,
2025,2425,Juan Cruz Armada,es ESP,DF,Osasuna,La Liga,16.6,14,9,11,68,53,62.5,47.4,,
2025,2425,Juan Cruz,es ESP,"FW,MF",Leganés,La Liga,25.1,19,13,27,31,66,48.6,44.1,,
2025,2425,Juan Cuadrado,co COL,"DF,MF",Atalanta,Serie A,9.2,9,7,11,9,64,47.8,75.0,,
2025,2425,Pau Cubarsí,es ESP,DF,Barcelona,La Liga,29.1,23,16,6,86,191,63.3,58.5,,
2025,2425,Cucho,co COL,FW,Betis,La Liga,12.7,10,7,10,4,34,54.5,45.3,,
2025,2425,Marc Cucurella,es ESP,DF,Chelsea,Premier League,33.2,45,28,23,95,118,52.5,36.0,,
2025,2425,Jorge Cuenca,es ESP,DF,Fulham,Premier League,3.9,2,2,0,26,10,37.5,66.7,,
2025,2425,Matheus Cunha,br BRA,"MF,FW",Wolves,Premier League,28.9,22,17,34,23,144,33.3,31.0,,
2025,2425,Patrick Cutrone,it ITA,FW,Como,Serie A,22.7,11,5,19,7,31,50.0,25.8,,
2025,2425,Tomáš Čvančara,cz CZE,FW,Gladbach,Bundesliga,9.2,1,5,8,17,23,28.6,44.8,,
2025,2425,Wylan Cyprien,fr FRA,MF,Parma,Serie A,0.3,0,1,1,0,2,0.0,,,
2025,2425,Danilo D'Ambrosio,it ITA,DF,Monza,Serie A,12.2,15,15,4,36,34,60.9,41.0,,
2025,2425,Lucas Da Cunha,fr FRA,MF,Como,Serie A,29.0,25,17,30,30,154,51.3,39.0,,
2025,2425,Samuel Dahl,se SWE,"DF,MF",Roma,Serie A,0.5,2,0,0,0,2,50.0,0.0,,
2025,2425,Finn Dahmen,de GER,GK,Augsburg,Bundesliga,19.0,0,0,0,9,3,50.0,100.0,7.2,79.3
2025,2425,Thomas Dähne,de GER,GK,Holstein Kiel,Bundesliga,9.0,0,0,0,7,0,,100.0,0.5,69.1
2025,2425,Mahmoud Dahoud,de GER,MF,Eint Frankfurt,Bundesliga,4.0,4,2,6,5,17,66.7,33.3,,
2025,2425,Patson Daka,zm ZAM,"FW,MF",Leicester City,Premier League,8.2,10,1,11,12,8,38.9,26.3,,
2025,2425,Ameen Al-Dakhil,be BEL,DF,Stuttgart,Bundesliga,4.8,6,9,1,30,12,100.0,47.1,,
2025,2425,Thijs Dallinga,nl NED,FW,Bologna,Serie A,12.8,5,1,13,13,17,100.0,53.2,,
2025,2425,Diogo Dalot,pt POR,DF,Manchester Utd,Premier League,31.3,40,37,36,72,103,65.4,64.4,,
2025,2425,Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,Premier League,32.3,44,27,36,31,234,38.3,30.8,,
2025,2425,Maat Daniel Caprini,it ITA,FW,Fiorentina,Serie A,0.1,0,0,0,0,1,,0.0,,
2025,2425,Flavius Daniliuc,at AUT,DF,Hellas Verona,Serie A,11.2,21,7,7,27,38,62.5,51.4,,
2025,2425,Danilo,br BRA,"MF,FW",Nott'ham Forest,Premier League,3.1,4,4,5,3,11,50.0,33.3,,
2025,2425,Danilo,br BRA,DF,Juventus,Serie A,6.5,4,9,3,21,45,50.0,69.6,,
2025,2425,Arnaut Danjuma,nl NED,FW,Villarreal,La Liga,2.2,1,0,1,0,1,0.0,100.0,,
2025,2425,Arnaut Danjuma,nl NED,"FW,MF",Girona,La Liga,14.8,6,2,23,4,41,28.6,25.0,,
2025,2425,Jayden Danns,eng ENG,MF,Liverpool,Premier League,0.1,0,0,0,0,0,0.0,,,
2025,2425,Kévin Danois,fr FRA,MF,Auxerre,Ligue 1,16.2,30,20,14,20,95,43.5,43.8,,
2025,2425,Kevin Danso,at AUT,DF,Tottenham,Premier League,9.4,5,6,8,71,19,54.5,63.6,,
2025,2425,Kevin Danso,at AUT,DF,Lens,Ligue 1,12.0,7,20,6,62,52,75.0,66.1,,
2025,2425,Dante,br BRA,DF,Nice,Ligue 1,21.8,15,34,11,74,96,51.7,66.1,,
2025,2425,Pape Daouda Diongue,sn SEN,"MF,FW",Strasbourg,Ligue 1,0.9,0,3,2,2,2,50.0,100.0,,
2025,2425,Mohamed Daramy,dk DEN,FW,Reims,Ligue 1,0.2,0,0,0,1,0,,33.3,,
2025,2425,Bence Dárdai,hu HUN,MF,Wolfsburg,Bundesliga,14.5,14,12,13,28,39,53.3,40.0,,
2025,2425,Sergi Darder,es ESP,"MF,FW",Mallorca,La Liga,30.5,26,16,25,23,142,37.0,56.5,,
2025,2425,Matteo Darmian,it ITA,DF,Inter,Serie A,19.8,17,10,23,39,45,56.0,46.4,,
2025,2425,Lukas Daschner,de GER,"MF,FW",Bochum,Bundesliga,4.6,2,0,1,5,11,22.2,33.3,,
2025,2425,Juan David Cabal,co COL,DF,Juventus,Serie A,5.1,4,2,7,14,17,66.7,72.7,,
2025,2425,Jonathan David,ca CAN,FW,Lille,Ligue 1,28.4,8,7,24,10,65,42.9,27.6,,
2025,2425,Alphonso Davies,ca CAN,DF,Bayern Munich,Bundesliga,17.3,17,13,20,22,120,65.4,52.9,,
2025,2425,Ben Davies,wls WAL,DF,Tottenham,Premier League,14.8,11,12,8,81,52,52.9,54.2,,
2025,2425,Keinan Davis,eng ENG,FW,Udinese,Serie A,11.8,4,1,1,5,22,50.0,48.1,,
2025,2425,Leif Davis,eng ENG,DF,Ipswich Town,Premier League,30.5,27,25,23,77,59,62.5,59.6,,
2025,2425,Zuriko Davitashvili,ge GEO,"FW,MF",Saint-Étienne,Ligue 1,30.9,14,14,22,14,73,30.6,23.0,,
2025,2425,Paweł Dawidowicz,pl POL,"DF,MF",Hellas Verona,Serie A,20.5,24,20,7,70,39,66.7,55.0,,
2025,2425,Craig Dawson,eng ENG,DF,Wolves,Premier League,10.8,3,9,0,52,20,80.0,65.6,,
2025,2425,Kevin De Bruyne,be BEL,"MF,FW",Manchester City,Premier League,18.9,9,7,28,10,157,21.7,23.8,,
2025,2425,Bobby De Cordova-Reid,jm JAM,FW,Leicester City,Premier League,8.3,4,0,15,10,15,28.6,30.0,,
2025,2425,Charles De Ketelaere,be BEL,"MF,FW",Atalanta,Serie A,23.0,9,3,26,9,140,26.7,48.6,,
2025,2425,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,La Liga,23.4,26,6,28,15,231,42.4,36.4,,
2025,2425,Théo De Percin,mq MTQ,GK,Auxerre,Ligue 1,2.0,0,0,0,3,0,0.0,,0.5,77.8
2025,2425,Mattia De Sciglio,it ITA,DF,Empoli,Serie A,8.5,13,8,7,35,18,82.4,75.0,,
2025,2425,Lorenzo De Silvestri,it ITA,DF,Bologna,Serie A,11.8,6,10,9,32,46,43.8,42.9,,
2025,2425,Thibault De Smet,be BEL,DF,Reims,Ligue 1,2.1,4,4,1,12,9,100.0,50.0,,
2025,2425,Koni De Winter,be BEL,DF,Genoa,Serie A,23.7,19,25,10,118,56,68.0,68.5,,
2025,2425,Amar Dedić,ba BIH,DF,Marseille,Ligue 1,3.5,4,3,6,12,16,30.0,53.8,,
2025,2425,Alessandro Deiola,it ITA,MF,Cagliari,Serie A,15.9,20,13,20,38,40,31.3,56.1,,
2025,2425,Romain Del Castillo,fr FRA,FW,Brest,Ligue 1,14.0,22,6,27,5,61,59.4,40.0,,
2025,2425,Enrico Del Prato,it ITA,DF,Parma,Serie A,32.7,17,19,15,132,81,73.1,46.9,,
2025,2425,Thomas Delaine,fr FRA,DF,Strasbourg,Ligue 1,0.1,1,1,0,1,0,100.0,,,
2025,2425,Liam Delap,eng ENG,FW,Ipswich Town,Premier League,28.8,8,2,16,28,30,13.3,42.6,,
2025,2425,Fisayo Dele-Bashiru,ng NGA,"MF,FW",Lazio,Serie A,10.5,6,4,7,5,26,33.3,18.8,,
2025,2425,Andy Delort,dz ALG,FW,Montpellier,Ligue 1,6.7,3,0,7,3,6,50.0,45.0,,
2025,2425,Olivier Deman,be BEL,DF,Werder Bremen,Bundesliga,0.7,3,3,2,4,4,28.6,100.0,,
2025,2425,Ali Dembélé,fr FRA,DF,Torino,Serie A,4.3,5,1,4,11,12,100.0,31.3,,
2025,2425,Ousmane Dembélé,fr FRA,FW,Paris S-G,Ligue 1,19.2,5,9,36,2,137,33.3,40.0,,
2025,2425,Ermedin Demirović,ba BIH,FW,Stuttgart,Bundesliga,20.6,7,3,11,12,31,25.0,42.0,,
2025,2425,Sepp van den Berg,nl NED,DF,Brentford,Premier League,28.7,24,21,7,134,79,65.5,55.0,,
2025,2425,Rémy Descamps,fr FRA,GK,Lyon,Ligue 1,1.0,0,0,0,0,0,,,-0.6,66.7
2025,2425,Arthur Desmas,fr FRA,GK,Le Havre,Ligue 1,18.0,0,0,0,9,0,0.0,100.0,0.7,61.3
2025,2425,Justin Devenny,nir NIR,MF,Crystal Palace,Premier League,5.6,12,0,2,11,21,42.1,13.3,,
2025,2425,Kiernan Dewsbury-Hall,eng ENG,"MF,FW",Chelsea,Premier League,2.9,5,2,2,9,14,66.7,0.0,,
2025,2425,Michele Di Gregorio,it ITA,GK,Juventus,Serie A,33.0,0,1,0,14,0,,87.5,-3.9,73.8
2025,2425,Giovanni Di Lorenzo,it ITA,DF,Napoli,Serie A,37.0,44,31,48,85,224,64.6,49.5,,
2025,2425,Boulaye Dia,sn SEN,"MF,FW",Lazio,Serie A,24.2,10,6,13,16,51,43.8,27.3,,
2025,2425,Mouctar Diakhaby,gn GUI,DF,Valencia,La Liga,7.3,3,11,4,56,14,66.7,78.3,,
2025,2425,Mamadou Diakhon,fr FRA,"FW,MF",Reims,Ligue 1,9.5,8,4,10,5,17,50.0,7.1,,
2025,2425,Bafodé Diakité,fr FRA,DF,Lille,Ligue 1,30.7,18,27,19,99,90,69.2,72.6,,
2025,2425,Oumar Diakité,ci CIV,FW,Reims,Ligue 1,18.1,13,3,10,9,44,47.4,29.8,,
2025,2425,Amad Diallo,ci CIV,"MF,FW",Manchester Utd,Premier League,21.1,31,11,20,19,60,59.4,40.0,,
2025,2425,Assane Diao,sn SEN,"FW,MF",Como,Serie A,13.9,14,3,22,19,36,42.9,32.0,,
2025,2425,Assane Diao,sn SEN,FW,Betis,La Liga,3.1,3,0,4,3,1,44.4,57.1,,
2025,2425,Habib Diarra,sn SEN,"MF,FW",Strasbourg,Ligue 1,26.1,13,13,25,46,116,40.0,42.9,,
2025,2425,Moussa Diarra,ml MLI,DF,Alavés,La Liga,20.7,24,21,14,46,70,58.6,51.7,,
2025,2425,Rúben Dias,pt POR,DF,Manchester City,Premier League,25.2,11,20,14,71,160,53.8,52.1,,
2025,2425,Krépin Diatta,sn SEN,"DF,FW",Monaco,Ligue 1,5.6,12,9,5,12,21,58.3,62.5,,
2025,2425,Kandet Diawara,gn GUI,FW,Le Havre,Ligue 1,0.0,0,0,0,1,0,,,,
2025,2425,Mahamadou Diawara,fr FRA,MF,Le Havre,Ligue 1,6.5,12,13,11,11,16,61.5,22.2,,
2025,2425,Mahamadou Diawara,fr FRA,MF,Lyon,Ligue 1,0.2,0,0,0,0,1,33.3,,,
2025,2425,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,La Liga,15.4,19,4,13,2,74,36.8,17.6,,
2025,2425,Daniel Díaz,es ESP,MF,Real Sociedad,La Liga,0.1,1,0,0,0,0,,100.0,,
2025,2425,Luis Díaz,co COL,FW,Liverpool,Premier League,26.7,26,7,24,7,110,38.5,25.5,,
2025,2425,Pedro Díaz,es ESP,MF,Rayo Vallecano,La Liga,13.5,15,7,10,7,62,34.1,38.5,,
2025,2425,Tyler Dibling,eng ENG,"FW,MF",Southampton,Premier League,20.8,20,8,17,16,64,61.5,28.6,,
2025,2425,Diego,es ESP,FW,Leganés,La Liga,13.3,1,2,6,11,16,14.3,34.1,,
2025,2425,Justin Diehl,de GER,"FW,DF",Stuttgart,Bundesliga,1.2,0,0,0,0,5,100.0,0.0,,
2025,2425,Bamba Dieng,sn SEN,FW,Angers,Ligue 1,5.9,1,0,2,3,7,0.0,27.3,,
2025,2425,Eric Dier,eng ENG,DF,Bayern Munich,Bundesliga,16.3,11,20,6,77,73,65.0,54.7,,
2025,2425,Lucas Digne,fr FRA,DF,Aston Villa,Premier League,26.1,38,25,41,89,57,66.7,56.9,,
2025,2425,Kembo Diliwidi,fr FRA,DF,Lens,Ligue 1,0.0,0,0,0,0,1,,,,
2025,2425,Federico Dimarco,it ITA,"DF,FW",Inter,Serie A,23.8,14,14,29,33,83,52.6,35.0,,
2025,2425,Stole Dimitrievski,mk MKD,GK,Valencia,La Liga,4.0,0,0,0,3,0,,,-1.5,58.3
2025,2425,Junior Dina Ebimbe,fr FRA,"MF,FW",Eint Frankfurt,Bundesliga,3.3,2,7,1,6,3,33.3,66.7,,
2025,2425,Eren Dinkçi,de GER,"MF,FW",Freiburg,Bundesliga,13.3,13,7,17,7,35,30.4,30.0,,
2025,2425,Sinaly Diomande,ci CIV,DF,Auxerre,Ligue 1,21.6,19,30,10,100,72,70.0,56.0,,
2025,2425,Yan Diomandé,ci CIV,"MF,FW",Leganés,La Liga,6.1,9,8,5,6,16,33.3,20.0,,
2025,2425,Lois Diony,fr FRA,FW,Angers,Ligue 1,0.2,0,0,0,0,0,,100.0,,
2025,2425,Issa Diop,fr FRA,DF,Fulham,Premier League,14.9,12,9,2,72,25,72.2,62.5,,
2025,2425,Sérigné Diop,sn SEN,FW,Brest,Ligue 1,0.0,0,0,0,0,0,,,,
2025,2425,Sofiane Diop,fr FRA,"MF,FW",Nice,Ligue 1,11.8,16,17,12,7,64,40.9,27.3,,
2025,2425,Andy Diouf,fr FRA,MF,Lens,Ligue 1,24.7,26,15,30,18,116,40.0,36.7,,
2025,2425,Yehvann Diouf,sn SEN,GK,Reims,Ligue 1,34.0,1,1,1,22,1,33.3,100.0,14.6,76.0
2025,2425,Assane Dioussé,sn SEN,MF,Auxerre,Ligue 1,7.4,7,12,4,15,33,35.7,25.0,,
2025,2425,Axel Disasi,fr FRA,DF,Aston Villa,Premier League,5.4,5,5,5,18,16,42.9,57.1,,
2025,2425,Axel Disasi,fr FRA,DF,Chelsea,Premier League,4.0,4,2,2,11,16,54.5,71.4,,
2025,2425,Roman Dixon,eng ENG,DF,Everton,Premier League,1.0,5,1,0,3,0,100.0,0.0,,
2025,2425,Álvaro djaló,es ESP,FW,Athletic Club,La Liga,7.3,5,1,3,4,13,33.3,34.5,,
2025,2425,Djené,tg TOG,"DF,MF",Getafe,La Liga,28.3,13,21,8,107,74,37.5,58.9,,
2025,2425,Nasser Djiga,bf BFA,DF,Wolves,Premier League,0.7,0,2,2,4,3,0.0,50.0,,
2025,2425,Berat Djimsiti,al ALB,DF,Atalanta,Serie A,29.3,33,40,15,141,109,72.5,60.8,,
2025,2425,Marko Dmitrović,rs SRB,GK,Leganés,La Liga,32.0,1,0,0,27,1,50.0,100.0,3.2,72.0
2025,2425,Ritsu Doan,jp JPN,"FW,MF",Freiburg,Bundesliga,31.8,42,14,42,47,130,54.3,30.8,,
2025,2425,Dodô,br BRA,DF,Fiorentina,Serie A,33.6,29,34,45,58,128,51.0,42.9,,
2025,2425,Danilho Doekhi,nl NED,DF,Union Berlin,Bundesliga,34.0,24,44,20,169,96,56.5,55.4,,
2025,2425,Matt Doherty,ie IRL,DF,Wolves,Premier League,23.4,21,22,14,102,79,68.0,72.7,,
2025,2425,Jeremy Doku,be BEL,"FW,MF",Manchester City,Premier League,16.8,22,4,30,2,69,53.3,0.0,,
2025,2425,Marc Domenech,es ESP,"FW,MF",Mallorca,La Liga,3.4,4,0,1,2,4,40.0,53.3,,
2025,2425,Álex Domínguez,es ESP,GK,Toulouse,Ligue 1,0.2,0,0,0,0,0,,,0.0,
2025,2425,Benjamín Domínguez,ar ARG,FW,Bologna,Serie A,14.2,7,4,17,7,32,30.0,8.7,,
2025,2425,Carlos Dominguez,es ESP,DF,Celta Vigo,La Liga,13.1,11,13,5,80,66,71.4,65.1,,
2025,2425,Israel Domínguez,es ESP,FW,Sevilla,La Liga,0.2,0,0,0,0,0,,0.0,,
2025,2425,Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,Premier League,21.8,45,29,11,54,83,47.4,54.0,,
2025,2425,Sergi Dominguez,es ESP,DF,Barcelona,La Liga,1.9,1,3,0,7,13,,25.0,,
2025,2425,Gianluigi Donnarumma,it ITA,GK,Paris S-G,Ligue 1,23.2,1,0,0,14,0,50.0,100.0,-3.3,67.6
2025,2425,Patrick Dorgu,dk DEN,DF,Manchester Utd,Premier League,9.4,24,4,8,23,34,69.6,62.5,,
2025,2425,Patrick Dorgu,dk DEN,"DF,FW",Lecce,Serie A,20.4,27,18,24,42,54,51.1,59.6,,
2025,2425,Alfie Dorrington,eng ENG,DF,Tottenham,Premier League,0.2,0,0,0,0,0,,,,
2025,2425,Niklas Dorsch,de GER,MF,Augsburg,Bundesliga,0.4,0,0,1,0,1,,,,
2025,2425,Niklas Dorsch,de GER,MF,Heidenheim,Bundesliga,14.8,16,17,3,17,57,59.1,43.8,,
2025,2425,Alberto Dossena,it ITA,DF,Como,Serie A,20.3,20,22,8,89,36,57.1,71.1,,
2025,2425,Abdoulaye Doucouré,ml MLI,MF,Everton,Premier League,28.5,28,10,27,20,82,32.6,40.5,,
2025,2425,Cheick Doucouré,ml MLI,MF,Crystal Palace,Premier League,5.0,8,11,4,10,19,45.5,50.0,,
2025,2425,Sékou Doucoure,fr FRA,DF,Nantes,Ligue 1,0.1,0,0,0,3,0,,,,
2025,2425,Désiré Doué,fr FRA,"FW,MF",Paris S-G,Ligue 1,19.2,30,13,21,7,139,47.1,44.4,,
2025,2425,Guela Doué,ci CIV,DF,Strasbourg,Ligue 1,30.2,45,34,26,154,173,68.5,61.1,,
2025,2425,Douglas,br BRA,MF,Nantes,Ligue 1,25.6,42,32,17,47,125,59.1,39.7,,
2025,2425,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,Ligue 1,29.3,22,25,13,102,116,68.0,61.9,,
2025,2425,Issa Doumbia,it ITA,MF,Venezia,Serie A,10.4,8,9,7,14,22,41.2,46.2,,
2025,2425,Kamory Doumbia,ml MLI,"MF,FW",Brest,Ligue 1,14.7,29,28,10,13,72,45.2,31.3,,
2025,2425,Amidou Doumbouya,fr FRA,DF,Nice,Ligue 1,0.5,1,1,2,1,1,100.0,,,
2025,2425,Anastasios Douvikas,gr GRE,FW,Como,Serie A,6.4,2,1,4,3,6,25.0,29.6,,
2025,2425,Anastasios Douvikas,gr GRE,FW,Celta Vigo,La Liga,7.8,4,3,6,6,6,50.0,37.8,,
2025,2425,Artem Dovbyk,ua UKR,FW,Roma,Serie A,26.9,2,2,11,12,16,0.0,41.2,,
2025,2425,Flynn Downes,eng ENG,MF,Southampton,Premier League,23.9,25,32,13,51,66,41.7,50.0,,
2025,2425,Tommy Doyle,eng ENG,MF,Wolves,Premier League,5.4,6,5,8,11,40,40.0,14.3,,
2025,2425,Radu Drăgușin,ro ROU,DF,Tottenham,Premier League,13.9,6,15,5,49,37,50.0,60.0,,
2025,2425,Patrick Drewes,de GER,GK,Bochum,Bundesliga,21.0,0,0,1,11,0,0.0,100.0,-3.7,56.6
2025,2425,Tim Drexler,de GER,DF,Hoffenheim,Bundesliga,4.0,7,1,3,9,16,75.0,14.3,,
2025,2425,Domingos Duarte,pt POR,DF,Getafe,La Liga,20.7,15,18,1,152,47,81.0,60.9,,
2025,2425,Martin Dúbravka,sk SVK,GK,Newcastle Utd,Premier League,10.0,0,0,0,3,0,,100.0,0.9,70.7
2025,2425,Marvin Ducksch,de GER,FW,Werder Bremen,Bundesliga,26.9,7,8,24,26,86,21.4,39.6,,
2025,2425,Ondrej Duda,sk SVK,MF,Hellas Verona,Serie A,26.6,27,31,13,30,117,45.3,48.3,,
2025,2425,Duk,cv CPV,"MF,FW",Leganés,La Liga,2.0,4,1,5,2,3,60.0,28.6,,
2025,2425,Denzel Dumfries,nl NED,"DF,FW",Inter,Serie A,20.7,15,6,27,26,51,51.9,76.0,,
2025,2425,Alfred Duncan,gh GHA,MF,Venezia,Serie A,10.6,8,8,7,8,53,35.7,55.6,,
2025,2425,Lewis Dunk,eng ENG,DF,Brighton,Premier League,23.1,10,13,7,79,142,57.9,62.2,,
2025,2425,Jáder Durán,co COL,FW,Aston Villa,Premier League,7.1,7,0,4,13,13,25.0,50.0,,
2025,2425,Pablo Durán,es ESP,"FW,MF",Celta Vigo,La Liga,15.5,9,8,19,18,30,31.3,28.9,,
2025,2425,Julien Duranville,be BEL,"FW,MF",Dortmund,Bundesliga,3.1,0,0,2,3,7,50.0,0.0,,
2025,2425,Hugo Duro,es ESP,FW,Valencia,La Liga,24.1,8,10,15,11,28,38.5,36.9,,
2025,2425,Jean-Kevin Duverne,ht HAI,DF,Nantes,Ligue 1,6.0,12,8,5,23,22,55.6,75.0,,
2025,2425,Paulo Dybala,ar ARG,"FW,MF",Roma,Serie A,15.7,7,2,16,2,79,42.1,32.0,,
2025,2425,Stefan Džodić,rs SRB,"DF,MF",Montpellier,Ligue 1,2.7,5,5,0,10,10,62.5,25.0,,
2025,2425,Adam Dźwigała,pl POL,"DF,MF",St. Pauli,Bundesliga,4.1,10,4,5,28,14,68.8,76.5,,
2025,2425,Aron Dønnum,no NOR,"DF,MF",Toulouse,Ligue 1,29.9,35,28,42,37,126,56.4,41.4,,
2025,2425,Enzo Ebosse,cm CMR,DF,Udinese,Serie A,1.0,0,1,0,1,5,0.0,100.0,,
2025,2425,Tyronne Ebuehi,ng NGA,"DF,MF",Empoli,Serie A,0.8,2,2,0,0,4,100.0,60.0,,
2025,2425,Claudio Echeverri,ar ARG,FW,Manchester City,Premier League,0.1,0,0,0,0,1,100.0,,,
2025,2425,Ederson,br BRA,GK,Manchester City,Premier League,25.8,0,1,1,11,2,0.0,80.0,5.0,69.2
2025,2425,Éderson,br BRA,MF,Atalanta,Serie A,32.0,32,35,28,36,216,64.7,59.6,,
2025,2425,Noah Edjouma,fr FRA,"MF,FW",Toulouse,Ligue 1,1.9,2,2,3,2,7,50.0,40.0,,
2025,2425,George Edmundson,eng ENG,DF,Ipswich Town,Premier League,0.0,0,0,1,0,0,,,,
2025,2425,Odsonne Édouard,fr FRA,"MF,FW",Crystal Palace,Premier League,1.3,0,0,2,1,4,0.0,20.0,,
2025,2425,Odsonne Édouard,fr FRA,FW,Leicester City,Premier League,0.3,1,0,1,1,1,,50.0,,
2025,2425,Samuel Edozie,eng ENG,"DF,FW",Southampton,Premier League,0.7,1,0,2,0,4,100.0,,,
2025,2425,Ronnie Edwards,eng ENG,DF,Southampton,Premier League,0.1,0,0,0,0,0,,,,
2025,2425,Johannes Eggestein,de GER,FW,St. Pauli,Bundesliga,20.6,3,0,28,8,43,20.0,24.8,,
2025,2425,Maximilian Eggestein,de GER,MF,Freiburg,Bundesliga,31.6,32,39,32,54,141,55.8,51.7,,
2025,2425,Kingsley Ehizibue,nl NED,DF,Udinese,Serie A,27.8,35,23,22,70,55,61.0,46.8,,
2025,2425,Chidera Ejuke,ng NGA,FW,Sevilla,La Liga,10.7,13,5,17,8,38,45.0,30.8,,
2025,2425,Jeff Ekhator,it ITA,"FW,MF",Genoa,Serie A,8.5,4,2,6,5,14,44.4,31.9,,
2025,2425,Hugo Ekitike,fr FRA,FW,Eint Frankfurt,Bundesliga,28.5,12,7,23,24,53,33.3,46.8,,
2025,2425,Jurgen Ekkelenkamp,nl NED,MF,Udinese,Serie A,21.0,25,12,17,26,72,51.4,58.1,,
2025,2425,Jacques Ekomie,ga GAB,"DF,FW",Angers,Ligue 1,7.7,14,4,14,14,20,66.7,45.8,,
2025,2425,Emmanuel Ekong,se SWE,"MF,FW",Empoli,Serie A,2.1,3,1,2,1,5,100.0,22.2,,
2025,2425,Caleb Ekuban,gh GHA,FW,Genoa,Serie A,6.2,3,1,4,6,8,100.0,38.7,,
2025,2425,Pierre Ekwah Elimby,fr FRA,MF,Saint-Étienne,Ligue 1,28.6,33,47,16,72,146,60.7,69.8,,
2025,2425,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,Premier League,27.8,14,6,24,25,63,29.4,39.3,,
2025,2425,Meschak Elia,cd COD,FW,Nantes,Ligue 1,1.9,5,0,3,2,5,100.0,40.0,,
2025,2425,Mikael Ellertsson,is ISL,"DF,MF",Venezia,Serie A,27.4,26,17,20,79,36,54.1,50.0,,
2025,2425,Harvey Elliott,eng ENG,MF,Liverpool,Premier League,4.1,3,1,4,3,44,25.0,33.3,,
2025,2425,Elif Elmas,mk MKD,"FW,MF",Torino,Serie A,11.3,7,6,4,5,34,40.0,40.0,,
2025,2425,Elif Elmas,mk MKD,MF,RB Leipzig,Bundesliga,0.5,1,0,1,2,2,33.3,0.0,,
2025,2425,Aritz Elustondo,es ESP,DF,Real Sociedad,La Liga,16.2,11,11,9,96,51,57.9,53.7,,
2025,2425,Nico Elvedi,ch SUI,DF,Gladbach,Bundesliga,23.7,23,30,9,163,55,73.9,51.1,,
2025,2425,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,La Liga,17.9,20,13,27,14,45,38.3,28.3,,
